Date,Brent Crude Oil,Crude Oil WTI,OSEAX
10/11/16,50.48,43.04,638.6
10/10/16,51.54,43.85,639.6
10/7/16,50.49,43.62,629.4
10/6/16,50.14,44.91,633.2
10/5/16,49.57,46.28,631.7
10/4/16,48.81,45.88,630.9
10/3/16,48.61,47.63,622.6
9/30/16,48.24,45.47,622.7
9/29/16,48.43,44.85,623.1
9/28/16,45.49,44.39,609.4
9/27/16,44.95,43.17,604.8
9/26/16,46.61,44.68,609.0
9/23/16,46.71,46.32,617.8
9/22/16,47.21,46.97,618.3
9/21/16,45.99,47.64,610.1
9/20/16,45.24,46.97,609.2
9/19/16,46.04,46.29,607.4
9/16/16,45.26,47.54,601.3
9/15/16,45.83,46.80,596.8
9/14/16,45.65,48.48,602.6
9/13/16,46.48,48.20,603.1
9/12/16,47.82,46.81,608.5
9/9/16,48.37,46.57,619.5
9/8/16,49.23,45.72,624.9
9/7/16,47.00,44.47,626.4
9/6/16,46.21,43.51,622.4
9/5/16,46.72,41.75,627.1
9/2/16,45.96,42.78,623.1
9/1/16,45.05,43.06,616.3
8/31/16,47.94,41.83,618.9
8/30/16,47.94,41.92,622.1
8/29/16,49.66,40.80,616.7
8/26/16,49.66,39.50,618.4
8/25/16,49.25,40.05,616.7
8/24/16,47.56,41.54,619.3
8/23/16,48.70,41.13,618.0
8/22/16,48.10,41.90,612.4
8/19/16,49.39,42.16,612.5
8/18/16,49.46,42.40,609.6
8/17/16,48.58,43.41,607.0
8/16/16,48.27,43.96,617.7
8/15/16,47.31,44.96,619.1
8/12/16,45.12,44.64,621.3
8/11/16,44.23,45.23,621.4
8/10/16,42.19,45.93,620.0
8/9/16,43.37,45.64,622.8
8/8/16,43.24,44.87,614.8
8/5/16,42.47,46.82,612.8
8/4/16,41.33,44.73,608.2
8/3/16,40.45,45.37,601.5
8/2/16,40.00,45.22,604.7
8/1/16,40.17,47.37,610.6
7/29/16,40.76,46.73,612.6
7/28/16,41.87,49.02,615.6
7/27/16,42.78,48.27,623.1
7/26/16,43.56,49.85,620.3
7/25/16,43.76,47.93,618.6
7/22/16,44.24,45.80,625.3
7/21/16,44.99,46.70,631.7
7/20/16,45.82,49.34,624.6
7/19/16,45.70,49.16,624.9
7/18/16,45.35,48.95,619.3
7/15/16,46.25,49.40,622.4
7/14/16,46.01,48.00,621.1
7/13/16,44.67,46.14,619.5
7/12/16,46.72,47.92,617.3
7/11/16,44.04,48.49,620.1
7/8/16,44.53,48.89,610.3
7/7/16,45.93,49.09,608.1
7/6/16,45.70,50.52,592.2
7/5/16,45.64,51.23,597.3
7/4/16,48.02,50.37,608.6
7/1/16,47.65,49.71,611.6
6/30/16,48.05,48.69,602.9
6/29/16,48.40,49.14,599.7
6/28/16,46.29,49.07,587.4
6/27/16,45.07,49.10,573.0
6/24/16,46.69,49.36,592.2
6/23/16,48.63,49.00,610.9
6/22/16,48.43,49.10,606.9
6/21/16,48.18,48.04,603.2
6/20/16,48.68,48.12,603.8
6/17/16,46.57,47.67,590.9
6/16/16,45.66,48.16,575.3
6/15/16,47.47,48.12,590.1
6/14/16,47.88,48.29,587.3
6/13/16,49.36,47.72,595.8
6/10/16,49.70,46.22,604.8
6/9/16,50.59,46.64,612.5
6/8/16,50.73,46.21,622.7
6/7/16,49.76,44.68,621.8
6/6/16,48.94,43.45,615.1
6/3/16,48.50,44.58,609.3
6/2/16,49.05,44.33,611.3
6/1/16,48.81,43.77,611.6
5/31/16,49.26,43.65,617.3
5/30/16,49.18,44.20,622.9
5/27/16,49.09,44.75,618.8
5/26/16,49.52,45.98,622.3
5/25/16,48.87,46.03,619.6
5/24/16,48.42,45.29,610.8
5/23/16,47.77,42.52,605.4
5/20/16,48.54,41.67,605.1
5/19/16,47.01,42.76,594.7
5/18/16,48.93,43.18,605.4
5/17/16,48.71,42.72,603.3
5/16/16,48.49,40.88,601.3
5/13/16,47.05,39.74,597.3
5/12/16,46.43,40.40,600.4
5/11/16,46.08,41.45,599.0
5/10/16,44.01,41.70,594.2
5/9/16,42.43,42.12,593.6
5/6/16,44.60,40.46,595.9
5/5/16,44.39,39.74,595.8
5/4/16,43.08,37.30,595.6
5/3/16,43.09,37.74,592.6
5/2/16,45.82,34.52,601.4
4/29/16,45.64,34.30,606.3
4/28/16,45.60,35.36,611.0
4/27/16,44.17,36.94,606.3
4/26/16,43.94,36.91,594.9
4/25/16,42.97,36.91,592.2
4/22/16,43.97,37.99,595.2
4/21/16,43.48,38.14,599.1
4/20/16,43.09,38.28,597.3
4/19/16,43.02,41.45,595.9
4/18/16,41.64,39.91,585.5
4/15/16,41.32,39.47,584.7
4/14/16,43.02,40.17,589.1
4/13/16,42.81,38.43,589.0
4/12/16,43.02,36.32,574.3
4/11/16,41.58,37.20,571.7
4/8/16,40.71,38.51,566.2
4/7/16,37.15,37.77,560.4
4/6/16,37.77,37.62,562.9
4/5/16,35.88,36.67,559.8
4/4/16,36.05,37.90,566.9
4/1/16,36.42,35.91,569.8
3/31/16,36.75,34.56,577.7
3/30/16,36.75,34.57,585.1
3/29/16,36.75,34.39,569.8
3/28/16,38.33,32.74,573.9
3/24/16,38.33,31.65,578.0
3/23/16,38.84,31.40,586.2
3/22/16,40.54,30.35,589.0
3/21/16,39.91,31.84,588.4
3/18/16,39.26,31.37,590.3
3/17/16,39.29,29.59,585.8
3/16/16,38.38,30.77,586.0
3/15/16,37.49,30.68,582.8
3/14/16,38.06,29.05,589.5
3/11/16,39.41,29.32,585.0
3/10/16,38.63,26.19,582.3
3/9/16,40.26,27.54,583.0
3/8/16,39.16,27.96,586.1
3/7/16,39.02,29.71,585.5
3/4/16,37.61,30.86,588.1
3/3/16,35.75,31.63,576.4
3/2/16,36.38,32.29,571.1
3/1/16,35.73,29.90,574.9
2/29/16,35.92,31.62,572.5
2/26/16,35.76,33.66,566.3
2/25/16,32.83,33.21,556.5
2/24/16,31.50,32.32,545.3
2/23/16,31.90,29.54,561.8
2/22/16,33.59,30.31,564.7
2/19/16,31.66,32.07,550.2
2/18/16,33.20,29.55,557.7
2/17/16,33.21,26.68,554.8
2/16/16,31.09,28.47,532.1
2/15/16,31.45,28.96,539.2
2/12/16,31.80,29.45,522.3
2/11/16,28.82,31.22,515.2
2/10/16,29.64,30.42,530.6
2/9/16,30.15,30.42,531.5
2/8/16,31.64,31.42,536.1
2/5/16,32.35,33.20,560.7
2/4/16,32.76,33.29,552.2
2/3/16,32.38,33.97,540.5
2/2/16,30.98,35.97,539.5
2/1/16,32.45,36.81,556.7
1/29/16,33.14,37.13,560.9
1/28/16,33.01,36.59,552.3
1/27/16,31.83,37.88,547.1
1/26/16,30.94,36.36,551.0
1/25/16,29.82,37.62,547.1
1/22/16,30.46,36.76,552.6
1/21/16,27.59,36.12,530.6
1/20/16,26.01,34.55,518.1
1/19/16,27.36,34.72,543.7
1/18/16,27.36,34.98,528.5
1/15/16,28.80,35.55,535.6
1/14/16,28.84,37.32,542.2
1/13/16,28.58,36.31,556.8
1/12/16,29.14,35.65,554.5
1/11/16,30.14,36.76,554.8
1/8/16,31.67,37.16,563.8
1/7/16,33.57,37.46,565.4
1/6/16,33.89,37.64,581.7
1/5/16,35.56,40.00,590.3
1/4/16,36.28,41.08,600.6
12/31/15,36.61,39.93,605.4
12/30/15,35.65,40.58,610.3
12/29/15,36.85,40.43,609.5
12/28/15,37.08,40.57,602.2
12/24/15,37.22,41.22,603.7
12/23/15,35.79,40.89,605.3
12/22/15,35.26,39.27,589.9
12/21/15,35.34,39.39,591.1
12/18/15,36.76,40.55,590.1
12/17/15,36.29,40.75,600.9
12/16/15,36.96,40.73,603.8
12/15/15,37.66,41.68,601.9
12/14/15,36.51,40.69,585.4
12/11/15,36.99,41.74,594.8
12/10/15,38.65,42.95,604.3
12/9/15,39.04,44.23,610.9
12/8/15,39.44,43.87,607.2
12/7/15,39.69,44.32,617.0
12/4/15,41.44,45.27,614.6
12/3/15,42.00,46.32,623.6
12/2/15,41.92,47.88,632.6
12/1/15,42.97,46.12,632.5
11/30/15,43.73,46.60,628.8
11/27/15,43.07,46.02,625.4
11/26/15,43.55,45.93,628.3
11/25/15,43.56,43.21,624.5
11/24/15,44.38,43.19,624.8
11/23/15,43.70,43.91,625.0
11/20/15,42.49,44.90,625.8
11/19/15,42.22,45.22,628.2
11/18/15,41.45,45.84,627.1
11/17/15,41.28,45.91,622.1
11/16/15,40.28,47.30,613.1
11/13/15,41.98,46.38,608.9
11/12/15,44.98,46.63,611.5
11/11/15,44.98,46.70,623.5
11/10/15,46.44,47.09,624.0
11/9/15,45.38,49.67,628.5
11/6/15,46.09,49.46,626.9
11/5/15,47.19,47.86,628.6
11/4/15,46.96,48.53,633.8
11/3/15,48.00,46.28,623.6
11/2/15,47.91,45.54,617.9
10/30/15,48.00,44.75,615.2
10/29/15,48.04,45.06,615.5
10/28/15,47.60,45.24,622.8
10/27/15,45.54,44.40,616.1
10/26/15,46.57,45.55,623.5
10/23/15,46.30,44.94,623.8
10/22/15,46.59,44.53,615.6
10/21/15,46.72,46.17,614.7
10/20/15,46.93,46.67,613.3
10/19/15,47.51,44.71,613.9
10/16/15,48.96,46.93,614.0
10/15/15,47.87,47.12,615.1
10/14/15,48.25,44.58,608.0
10/13/15,48.94,44.07,609.9
10/12/15,50.95,44.75,612.9
10/9/15,52.08,45.85,618.8
10/8/15,52.13,44.13,614.7
10/7/15,51.66,45.92,623.0
10/6/15,51.34,46.02,613.0
10/5/15,49.45,46.75,601.3
10/2/15,46.55,46.30,581.5
10/1/15,47.48,45.38,586.1
9/30/15,47.29,49.20,581.8
9/29/15,47.58,45.29,571.3
9/28/15,46.04,42.47,570.5
9/25/15,47.28,38.50,579.9
9/24/15,47.06,39.15,566.7
9/23/15,48.00,38.22,575.4
9/22/15,46.69,40.45,579.3
9/21/15,47.64,41.00,587.1
9/18/15,47.28,40.75,584.3
9/17/15,48.27,42.58,592.5
9/16/15,49.35,41.93,587.7
9/15/15,45.91,42.45,578.7
9/14/15,45.87,42.27,574.9
9/11/15,46.87,43.22,579.0
9/10/15,47.77,43.11,585.2
9/9/15,48.04,44.94,597.2
9/8/15,48.88,43.87,590.3
9/7/15,46.42,44.69,580.2
9/4/15,48.59,45.13,582.2
9/3/15,50.41,45.75,597.1
9/2/15,47.67,45.25,582.2
9/1/15,48.80,47.11,582.6
8/31/15,48.39,47.82,594.1
8/28/15,47.97,48.53,593.4
8/27/15,44.46,48.77,586.2
8/26/15,41.76,47.97,575.4
8/25/15,41.86,47.17,571.0
8/24/15,41.59,47.98,555.2
8/21/15,43.84,48.11,585.6
8/20/15,45.63,49.27,595.6
8/19/15,45.75,50.59,606.4
8/18/15,47.00,50.11,612.7
8/17/15,47.77,50.88,612.6
8/14/15,47.79,50.90,612.7
8/13/15,48.01,51.40,621.0
8/12/15,48.29,53.05,617.6
8/11/15,47.33,52.19,624.8
8/10/15,48.30,52.74,635.2
8/7/15,47.54,52.76,636.2
8/6/15,47.80,51.61,635.5
8/5/15,49.04,52.33,644.1
8/4/15,49.08,52.48,638.7
8/3/15,49.49,56.93,639.7
7/31/15,53.29,56.94,638.9
7/30/15,54.29,59.48,641.8
7/29/15,54.73,58.34,638.4
7/28/15,54.30,59.41,628.5
7/27/15,54.07,59.59,626.7
7/24/15,54.29,60.01,641.8
7/23/15,55.76,61.05,645.6
7/22/15,56.36,60.01,644.6
7/21/15,55.94,59.62,650.9
7/20/15,56.42,60.41,648.6
7/17/15,56.38,59.89,649.0
7/16/15,57.31,60.01,649.7
7/15/15,57.34,59.53,646.4
7/14/15,57.20,59.96,644.0
7/13/15,57.63,60.74,639.2
7/10/15,57.72,61.36,634.9
7/9/15,57.83,60.15,626.6
7/8/15,55.70,58.15,618.1
7/7/15,54.72,59.11,615.8
7/6/15,57.19,58.00,620.3
7/3/15,59.06,59.67,627.8
7/2/15,61.73,61.30,632.5
7/1/15,61.65,60.24,629.8
6/30/15,60.31,60.25,629.1
6/29/15,59.03,57.69,631.4
6/26/15,60.14,57.51,642.6
6/25/15,60.24,57.29,643.6
6/24/15,61.63,58.88,646.6
6/23/15,61.67,60.18,643.8
6/22/15,60.54,58.96,639.8
6/19/15,59.41,57.30,632.2
6/18/15,61.37,59.44,628.6
6/17/15,60.75,59.73,631.6
6/16/15,60.75,59.89,628.6
6/15/15,60.99,60.50,627.4
6/12/15,63.19,60.72,636.5
6/11/15,63.76,59.23,646.0
6/10/15,64.68,59.41,643.7
6/9/15,63.23,58.99,643.5
6/8/15,61.33,60.93,651.7
6/5/15,60.36,60.38,650.1
6/4/15,60.34,58.92,649.3
6/3/15,62.78,59.10,655.3
6/2/15,63.14,59.62,650.6
6/1/15,62.87,58.55,645.1
5/29/15,63.16,57.05,645.7
5/28/15,60.12,55.56,645.4
5/27/15,61.35,55.98,646.4
5/26/15,61.65,56.59,643.3
5/22/15,64.70,56.17,652.4
5/21/15,64.70,55.58,652.9
5/20/15,63.52,56.37,651.0
5/19/15,63.48,55.71,651.0
5/18/15,65.15,56.69,653.1
5/15/15,64.69,56.25,653.6
5/14/15,65.58,53.30,655.8
5/13/15,66.33,51.95,657.9
5/12/15,65.09,51.63,651.3
5/11/15,62.82,50.79,654.3
5/8/15,63.82,50.44,648.1
5/7/15,64.93,53.95,641.0
5/6/15,66.22,52.08,646.0
5/5/15,65.44,49.13,649.0
5/4/15,64.62,50.12,647.9
5/1/15,64.13,47.72,643.6
4/30/15,63.90,48.66,639.4
4/29/15,,,
